ISIN;Description;Ccy;Price;Issuer;Industry Sector;Maturity;Coupon;Rating;PD 1YR;Outstanding Amount;Callable;Next Call Date;Seniority;Coupon Frequency;Coupon Type;First Coupon Date;Penultimate Coupon Date;Issue date;Bid Price;Ask Price
XS2356049069;SEB 0 ⅜ 06/21/28;EUR;94.371;SKANDINAVISKA ENSKILDA;Financial;21/06/2028;0.375;A;5.4877E-05;1000000000;N;;Sr Non Preferred;1;FIXED;21/06/2022;21/06/2027;21/06/2021;94.295;94.447
ES0239140025;COLSM 0 ¾ 06/22/29;EUR;92.963;INMOBILIARIA COLONIAL SO;Financial;22/06/2029;0.75;NR;0.000362068;625000000;Y;22/03/2029;Sr Unsecured;1;FIXED;22/06/2022;22/06/2028;22/06/2021;92.811;93.115
ES0213679OF4;BKTSM 1 ¼ 12/23/32;EUR;97.208;BANKINTER SA;Financial;23/12/2032;1.25;BBB;6.59992E-05;750000000;Y;23/06/2027;Subordinated;1;VARIABLE;23/12/2021;23/12/2031;23/06/2021;97.094;97.322
XS2349343090;AREIT 0 ¾ 06/23/28;EUR;94.92204;ASCENDAS REIT;Financial;23/06/2028;0.75;NR;4.29611E-06;300000000;Y;23/03/2028;Sr Unsecured;1;FIXED;23/06/2022;23/06/2027;23/06/2021;94.456;95.389
XS2357205587;TRNIM 0 ⅜ 06/23/29;EUR;91.686;TERNA RETE ELETTRICA;Utilities;23/06/2029;0.375;BBB+;2.09814E-05;600000000;Y;23/03/2029;Sr Unsecured;1;FIXED;23/06/2022;23/06/2028;23/06/2021;91.543;91.829
XS2357417257;SANTAN 0 ⅝ 06/24/29;EUR;94.56054;BANCO SANTANDER SA;Financial;24/06/2029;0.625;A-;0.000140759;1000000000;Y;24/06/2028;Sr Non Preferred;1;VARIABLE;24/06/2022;24/06/2028;24/06/2021;94.46;94.661
FR0014004750;BFCM 0 ¼ 06/29/28;EUR;93.99;BANQUE FED CRED MUTUEL;Financial;29/06/2028;0.25;A+;1.08678E-05;750000000;N;;Sr Preferred;1;FIXED;29/06/2022;29/06/2027;29/06/2021;93.907;94.073
FR0014004A06;ORAFP 0 ¾ 06/29/34;EUR;80.213;ORANGE SA;Communications;29/06/2034;0.75;BBB+;2.14239E-05;800000000;Y;29/03/2034;Sr Unsecured;1;FIXED;29/06/2022;29/06/2033;29/06/2021;79.962;80.463
DE000A3E5VK1;LEGGR 0 ¾ 06/30/31;EUR;86.148;LEG IMMOBILIEN SE;Financial;30/06/2031;0.75;NR;0.002113952;700000000;Y;30/03/2031;Sr Unsecured;1;FIXED;30/06/2022;30/06/2030;30/06/2021;85.961;86.334
FR00140049A8;GFCFP 0 ⅞ 06/30/36;EUR;75.946;GECINA;Financial;30/06/2036;0.875;A-;0.000165878;600000000;Y;30/03/2036;Sr Unsecured;1;FIXED;30/06/2022;30/06/2035;30/06/2021;75.642;76.249
XS2357754097;ASSGEN 1.713 06/30/32;EUR;89.403;GENERALI;Financial;30/06/2032;1.713;BBB+;6.64834E-07;500000000;Y;30/12/2031;Subordinated;1;FIXED;30/06/2022;30/06/2031;30/06/2021;89.167;89.64
XS2358231798;SRGIM 0 ⅝ 06/30/31;EUR;87.371;SNAM SPA;Utilities;30/06/2031;0.625;BBB+;2.41679E-05;500000000;Y;30/03/2031;Sr Unsecured;1;FIXED;30/06/2022;30/06/2030;30/06/2021;87.212;87.529
XS2358471246;YBS 0 ½ 07/01/28;EUR;94.326;YORKSHIRE BUILDING SOC;Financial;01/07/2028;0.5;A;8.82047E-06;600000000;N;;Sr Preferred;1;FIXED;01/07/2022;01/07/2027;01/07/2021;94.215;94.437
XS2360310044;UCGIM 0.8 07/05/29;EUR;95;UNICREDIT SPA;Financial;05/07/2029;0.8;BBB+;0.000322889;1000000000;Y;05/07/2028;Sr Preferred;1;VARIABLE;05/07/2022;05/04/2029;05/07/2021;94.902;95.098
XS2360881549;DSVDC 0 ¾ 07/05/33;EUR;82.216;DSV FINANCE BV;Industrial;05/07/2033;0.75;A-;0.000214373;600000000;Y;05/04/2033;Sr Unsecured;1;FIXED;05/07/2022;05/07/2032;05/07/2021;81.992;82.44
AT0000A2RZL4;ERSTEI 0 ¾ 07/06/28;EUR;95.852;ERSTE&STEIERMAR BANK DD;Financial;06/07/2028;0.75;NR;6.68761E-06;400000000;Y;06/07/2027;Sr Preferred;1;VARIABLE;06/07/2022;06/04/2028;06/07/2021;95.597;96.107
FR0014004EF7;CCAMA 0 ¾ 07/07/28;EUR;94.204;CAISSE NAT REASSURANCE;Financial;07/07/2028;0.75;NR;0.001619129;500000000;Y;07/04/2028;Subordinated;1;FIXED;07/07/2022;07/07/2027;07/07/2021;94.055;94.352
FR0014004GE5;SOCGEN 0 ¼ 07/08/27;EUR;96.283;SOCIETE GENERALE;Financial;08/07/2027;0.25;A;0.00033915;1000000000;N;;Sr Preferred;1;FIXED;08/07/2022;08/07/2026;08/07/2021;96.198;96.368
FR0014004FR9;DGFP 0 ½ 01/09/32;EUR;85.59261;VINCI SA;Industrial;09/01/2032;0.5;A-;4.03887E-05;750000000;Y;09/10/2031;Sr Unsecured;1;FIXED;09/01/2022;09/01/2031;09/07/2021;85.435;85.75
XS2363117321;HNDA 0.3 07/07/28;EUR;93.82001;AMERICAN HONDA FINANCE;Consumer, Cyclical;07/07/2028;0.3;A-;0.018898578;1150000000;N;;Sr Unsecured;1;FIXED;07/07/2022;07/07/2027;09/07/2021;93.715;93.925
XS2360853332;PRXNA 1.288 07/13/29;EUR;93.676;PROSUS NV;Communications;13/07/2029;1.288;BBB;1.50291E-05;1000000000;Y;13/04/2029;Sr Unsecured;1;FIXED;13/07/2022;13/07/2028;13/07/2021;93.354;93.997
XS2362968906;WSTPNZ 0.1 07/13/27;EUR;95.993;WESTPAC SEC NZ/LONDON;Financial;13/07/2027;0.1;A+;#N/A N/A;750000000;N;;Sr Unsecured;1;FIXED;13/07/2022;13/07/2026;13/07/2021;95.912;96.075
XS2363203089;PRXNA 1.985 07/13/33;EUR;87.776;PROSUS NV;Communications;13/07/2033;1.985;BBB;1.50291E-05;850000000;Y;13/04/2033;Sr Unsecured;1;FIXED;13/07/2022;13/07/2032;13/07/2021;87.454;88.098
DE000A3KPTG6;JABHOL 1 07/14/31;EUR;88.959;JAB HOLDINGS BV;Financial;14/07/2031;1;BBB;0.004836786;305700000;N;;Sr Unsecured;1;FIXED;14/07/2022;14/07/2030;14/07/2021;88.751;89.166
XS2363235107;LHAGR 3 ½ 07/14/29;EUR;101.738;DEUTSCHE LUFTHANSA AG;Consumer, Cyclical;14/07/2029;3.5;BBB-;0.001895778;500000000;Y;14/04/2029;Sr Unsecured;1;FIXED;14/07/2022;14/07/2028;14/07/2021;101.619;101.858
FR0014004QI5;FMUFP 1 07/27/29;EUR;93.33201;COVIVIO HOTELS SACA;Financial;27/07/2029;1;NR;0.000352439;599000000;Y;27/04/2029;Sr Unsecured;1;FIXED;27/07/2022;27/07/2028;27/07/2021;93.193;93.471
FR0014004QX4;ALOFP 0 ⅛ 07/27/27;EUR;95.692;ALSTOM SA;Industrial;27/07/2027;0.125;NR;0.00084863;500000000;Y;27/04/2027;Sr Unsecured;1;FIXED;27/07/2022;27/07/2026;27/07/2021;95.615;95.768
FR0014004R72;ALOFP 0 ½ 07/27/30;EUR;89.406;ALSTOM SA;Industrial;27/07/2030;0.5;NR;0.00084863;700000000;Y;27/04/2030;Sr Unsecured;1;FIXED;27/07/2022;27/07/2029;27/07/2021;89.237;89.575
XS2369906644;NDAQ 0.9 07/30/33;EUR;82.725;NASDAQ INC;Financial;30/07/2033;0.9;BBB+;1.5499E-06;615000000;Y;30/04/2033;Sr Unsecured;1;FIXED;30/07/2022;30/07/2032;30/07/2021;82.489;82.96
XS2373642102;BACR 0.577 08/09/29;EUR;94.061;BARCLAYS PLC;Financial;09/08/2029;0.577;BBB+;0.000347936;1500000000;Y;09/08/2028;Sr Unsecured;1;VARIABLE;09/08/2022;09/08/2028;09/08/2021;93.958;94.164
XS2374594823;VW 0 ⅜ 02/12/30;EUR;89.11099;VOLKSWAGEN FINANCIAL SER;Consumer, Non-cyclical;12/02/2030;0.375;BBB+;0.003521565;750000000;N;;Sr Unsecured;1;FIXED;12/02/2022;12/02/2029;12/08/2021;88.897;89.325
XS2374595044;VW 0 ⅛ 02/12/27;EUR;96.682;VOLKSWAGEN FINANCIAL SER;Consumer, Non-cyclical;12/02/2027;0.125;BBB+;0.003521565;1000000000;N;;Sr Unsecured;1;FIXED;12/02/2022;12/02/2026;12/08/2021;96.598;96.767
XS2375844144;BDX 0.334 08/13/28;EUR;94.065;BECTON DICKINSON EURO;Consumer, Non-cyclical;13/08/2028;0.334;BBB;1.17832E-05;900000000;Y;13/05/2028;Sr Unsecured;1;FIXED;13/08/2022;13/08/2027;13/08/2021;93.946;94.184
XS2375844656;BDX 1.336 08/13/41;EUR;67.928;BECTON DICKINSON EURO;Consumer, Non-cyclical;13/08/2041;1.336;BBB;1.17832E-05;900000000;Y;13/02/2041;Sr Unsecured;1;FIXED;13/08/2022;13/08/2040;13/08/2021;67.637;68.219
XS2367081523;WMG 2 ¼ 08/15/31;EUR;94.918;WMG ACQUISITION CORP;Consumer, Cyclical;15/08/2031;2.25;BBB-;1.39594E-05;445000000;Y;15/08/2026;1st lien;2;FIXED;15/02/2022;15/02/2031;16/08/2021;94.54;95.297
FR00140057U9;BNP 0 ⅞ 08/31/33;EUR;93.74158;BNP PARIBAS;Financial;31/08/2033;0.875;BBB+;0.000632394;1000000000;Y;31/08/2028;Subordinated;1;VARIABLE;31/08/2022;31/08/2032;31/08/2021;93.594;93.889
DE000A3MP4U9;ANNGR 0 ¼ 09/01/28;EUR;93.397;VONOVIA SE;Financial;01/09/2028;0.25;BBB+;0.001036135;1250000000;Y;01/06/2028;Sr Unsecured;1;FIXED;01/09/2022;01/09/2027;01/09/2021;93.268;93.527
DE000A3MP4V7;ANNGR 0 ¾ 09/01/32;EUR;83.254;VONOVIA SE;Financial;01/09/2032;0.75;BBB+;0.001036135;1169100000;Y;01/06/2032;Sr Unsecured;1;FIXED;01/09/2022;01/09/2031;01/09/2021;83.042;83.465
DE000A3MP4W5;ANNGR 1 ⅝ 09/01/51;EUR;55.033;VONOVIA SE;Financial;01/09/2051;1.625;BBB+;0.001036135;750000000;Y;01/06/2051;Sr Unsecured;1;FIXED;01/09/2022;01/09/2050;01/09/2021;54.741;55.324
XS2381599898;RBIAV 0.05 09/01/27;EUR;95.85514;RAIFFEISEN BANK INTL;Financial;01/09/2027;0.05;NR;0.001639958;500000000;N;;Sr Preferred;1;FIXED;01/09/2022;01/09/2026;01/09/2021;95.702;96.008
XS2381671671;UBS 0 ¼ 09/01/28;EUR;93.67922;UBS AG LONDON;Financial;01/09/2028;0.25;A+;0.003128996;1231000000;N;;Sr Unsecured;1;FIXED;01/09/2022;01/09/2027;01/09/2021;93.6;93.759
XS2381853279;NGGLN 0 ¼ 09/01/28;EUR;93.477;NATIONAL GRID PLC;Utilities;01/09/2028;0.25;BBB;4.6004E-05;850000000;Y;01/06/2028;Sr Unsecured;1;FIXED;01/09/2022;01/09/2027;01/09/2021;93.364;93.591
XS2381853436;NGGLN 0 ¾ 09/01/33;EUR;81.033;NATIONAL GRID PLC;Utilities;01/09/2033;0.75;BBB;4.6004E-05;750000000;Y;01/06/2033;Sr Unsecured;1;FIXED;01/09/2022;01/09/2032;01/09/2021;80.824;81.241
XS2381261424;MUNRE 1 05/26/42;EUR;85.08641;MUNICH RE;Financial;26/05/2042;1;A;1.20016E-07;1000000000;Y;26/11/2031;Subordinated;1;VARIABLE;26/05/2022;26/02/2042;02/09/2021;84.888;85.285
XS2381362966;BNS 0 ¼ 11/01/28;EUR;93.227;BANK OF NOVA SCOTIA;Financial;01/11/2028;0.25;A;2.92086E-06;750000000;N;;Sr Unsecured;1;FIXED;01/11/2022;01/11/2027;02/09/2021;93.139;93.315
XS2384273715;HOLNSW 0 ½ 09/03/30;EUR;88.905;HOLCIM FINANCE LUX SA;Industrial;03/09/2030;0.5;BBB+;1.36262E-05;1000000000;Y;03/06/2030;Sr Unsecured;1;FIXED;03/09/2022;03/09/2029;03/09/2021;88.706;89.103
XS2345317510;SHBASS 0.05 09/06/28;EUR;93.162;SVENSKA HANDELSBANKEN AB;Financial;06/09/2028;0.05;AA;0.000129884;1000000000;N;;Sr Preferred;1;FIXED;06/09/2022;06/09/2027;06/09/2021;93.06;93.263
XS2383901761;MIZUHO 0.47 09/06/29;EUR;93.732;MIZUHO FINANCIAL GROUP;Financial;06/09/2029;0.47;A;0.000341565;1000000000;Y;06/09/2028;Sr Unsecured;1;VARIABLE;06/09/2022;06/06/2029;06/09/2021;93.637;93.828
XS2384269366;HEIBOS 0 ¾ 09/06/29;EUR;90.334;HEIMSTADEN BOSTAD TRESRY;Financial;06/09/2029;0.75;BBB-;0.010536501;750000000;Y;06/06/2029;Sr Unsecured;1;FIXED;06/09/2022;06/09/2028;06/09/2021;90.101;90.567
BE0002819002;KBCBB 0 ⅝ 12/07/31;EUR;97.86;KBC GROUP NV;Financial;07/12/2031;0.625;BBB;5.40632E-05;750000000;Y;07/09/2026;Subordinated;1;VARIABLE;07/12/2021;07/12/2030;07/09/2021;97.798;97.922
XS2384274366;GM 0.65 09/07/28;EUR;93.797;GENERAL MOTORS FINL CO;Consumer, Cyclical;07/09/2028;0.65;BBB;0.020203048;600000000;Y;07/06/2028;Sr Unsecured;1;FIXED;07/09/2022;07/09/2027;07/09/2021;93.664;93.929
XS2381560411;ASBBNK 0 ¼ 09/08/28;EUR;93.631;ASB BANK LIMITED;Financial;08/09/2028;0.25;AA-;#N/A N/A;750000000;N;;Sr Unsecured;1;FIXED;08/09/2022;08/09/2027;08/09/2021;93.552;93.71
XS2383886947;LXSGR 0 09/08/27;EUR;95.20798;LANXESS AG;Basic Materials;08/09/2027;0;NR;0.003328192;500000000;Y;08/06/2027;Sr Unsecured;1;FIXED;08/09/2022;08/09/2026;08/09/2021;95.065;95.351
XS2384473992;OPBANK 0 ⅜ 12/08/28;EUR;92.762;OP CORPORATE BANK PLC;Financial;08/12/2028;0.375;A-;1.29446E-05;500000000;N;;Sr Non Preferred;1;FIXED;08/12/2021;08/12/2027;08/09/2021;92.66;92.863
BE6330288687;AEDBB 0 ¾ 09/09/31;EUR;85.60332;AEDIFICA SA;Financial;09/09/2031;0.75;NR;9.12819E-05;500000000;Y;09/06/2031;Sr Unsecured;1;FIXED;09/09/2022;09/09/2030;09/09/2021;85.275;85.932
XS2356311139;AIA 0.88 09/09/33;EUR;94.17;AIA GROUP LTD;Financial;09/09/2033;0.88;A;2.22133E-05;750000000;Y;09/06/2028;Subordinated;1;VARIABLE;09/09/2022;09/09/2032;09/09/2021;94.083;94.258
XS2383811424;CAJAMA 1 ¾ 03/09/28;EUR;98.896;BANCO DE CREDITO SOCIAL;Financial;09/03/2028;1.75;BBB-;1.22612E-05;500000000;Y;09/03/2027;Sr Preferred;1;VARIABLE;09/03/2022;09/03/2027;09/09/2021;98.814;98.978
XS2384697830;PSA 0 ½ 09/09/30;EUR;88.485;PUBLIC STORAGE OP CO;Financial;09/09/2030;0.5;A;2.18521E-05;700000000;Y;09/06/2030;Sr Unsecured;1;FIXED;09/09/2022;09/09/2029;09/09/2021;88.332;88.637
XS2384715244;DXC 0.45 09/15/27;EUR;95.525;DXC CAPITAL FUNDING LTD;Technology;15/09/2027;0.45;BBB-;0.010140361;750000000;Y;15/07/2027;Sr Unsecured;1;FIXED;15/09/2022;15/09/2026;09/09/2021;95.389;95.662
XS2384716721;DXC 0.95 09/15/31;EUR;86.014;DXC CAPITAL FUNDING LTD;Technology;15/09/2031;0.95;BBB-;0.010140361;600000000;Y;15/06/2031;Sr Unsecured;1;FIXED;15/09/2022;15/09/2030;09/09/2021;85.627;86.401
XS2384723263;MDLZ 0 ¼ 09/09/29;EUR;91.01279;MONDELEZ INTL HLDINGS NE;Consumer, Non-cyclical;09/09/2029;0.25;BBB+;6.19362E-06;650000000;Y;09/06/2029;Sr Unsecured;1;FIXED;09/09/2022;09/09/2028;09/09/2021;90.871;91.155
XS2384726282;MDLZ 0 ⅝ 09/09/32;EUR;84.06;MONDELEZ INTL HLDINGS NE;Consumer, Non-cyclical;09/09/2032;0.625;BBB+;6.19362E-06;650000000;Y;09/06/2032;Sr Unsecured;1;FIXED;09/09/2022;09/09/2031;09/09/2021;83.873;84.247
XS2384726449;MDLZ 1 ¼ 09/09/41;EUR;67.102;MONDELEZ INTL HLDINGS NE;Consumer, Non-cyclical;09/09/2041;1.25;BBB+;6.19362E-06;700000000;Y;09/06/2041;Sr Unsecured;1;FIXED;09/09/2022;09/09/2040;09/09/2021;66.81;67.393
XS2378468420;WUWGR 2 ⅛ 09/10/41;EUR;89.00291;WUESTENROT&WUERTTEMBERG;Financial;10/09/2041;2.125;NR;0.002174;300000000;Y;10/03/2031;Subordinated;1;VARIABLE;10/09/2022;10/06/2041;10/09/2021;88.331;89.675
AT0000A2STV4;CESSPO 0 ½ 09/13/28;EUR;95.44;CESKA SPORITELNA AS;Financial;13/09/2028;0.5;A-;1.07101E-05;500000000;Y;13/09/2027;Sr Non Preferred;1;VARIABLE;13/09/2022;13/06/2028;13/09/2021;95.202;95.678
XS2385791046;SANUK 0.603 09/13/29;EUR;93.8618;SANTANDER UK GROUP HLDGS;Financial;13/09/2029;0.603;BBB+;8.63915E-06;750000000;Y;13/09/2028;Sr Unsecured;1;VARIABLE;13/09/2022;13/09/2028;13/09/2021;93.751;93.972
XS2386287689;BACRED 0 ¾ 11/02/28;EUR;95.845;MEDIOBANCA DI CRED FIN;Financial;02/11/2028;0.75;BB+;0.000535005;500000000;Y;02/11/2027;Sr Non Preferred;1;VARIABLE;02/11/2022;02/08/2028;13/09/2021;95.77;95.92
AT0000A2SUH1;ERSTBK 0 ¼ 09/14/29;EUR;90.737;ERSTE GROUP BANK AG;Financial;14/09/2029;0.25;A;0.000194493;500000000;N;;Sr Preferred;1;FIXED;14/09/2022;14/09/2028;14/09/2021;90.607;90.868
XS2382950330;NWG 1.043 09/14/32;EUR;96.85;NATWEST GROUP PLC;Financial;14/09/2032;1.043;BBB+;0.000171391;750000000;Y;14/06/2027;Subordinated;1;VARIABLE;14/09/2022;14/09/2031;14/09/2021;96.74;96.96
XS2385386029;EUROB 2 ¼ 03/14/28;EUR;99.46829;EUROBANK SA;Financial;14/03/2028;2.25;BBB-;#N/A N/A;500000000;Y;14/03/2027;Sr Preferred;1;VARIABLE;14/03/2022;14/03/2027;14/09/2021;99.281;99.655
XS2385398206;CMCSA 0 ¼ 09/14/29;EUR;90.56561;COMCAST CORP;Communications;14/09/2029;0.25;A-;0.000379551;500000000;Y;14/06/2029;Sr Unsecured;1;FIXED;14/09/2022;14/09/2028;14/09/2021;90.43;90.702
XS2385790667;NWIDE 0 ¼ 09/14/28;EUR;93.538;NATIONWIDE BLDG SOCIETY;Financial;14/09/2028;0.25;A+;0.002994077;750000000;N;;Sr Preferred;1;FIXED;14/09/2022;14/09/2027;14/09/2021;93.449;93.628
XS2386186063;LLY 0 ½ 09/14/33;EUR;82.383;ELI LILLY & CO;Consumer, Non-cyclical;14/09/2033;0.5;A+;1.33291E-05;600000000;Y;14/06/2033;Sr Unsecured;1;FIXED;14/09/2022;14/09/2032;14/09/2021;82.169;82.598
XS2386186576;LLY 1 ⅛ 09/14/51;EUR;54.584;ELI LILLY & CO;Consumer, Non-cyclical;14/09/2051;1.125;A+;1.33291E-05;500000000;Y;14/03/2051;Sr Unsecured;1;FIXED;14/09/2022;14/09/2050;14/09/2021;54.301;54.868
XS2386220698;LLY 1 ⅜ 09/14/61;EUR;48.045;ELI LILLY & CO;Consumer, Non-cyclical;14/09/2061;1.375;A+;1.33291E-05;700000000;Y;14/03/2061;Sr Unsecured;1;FIXED;14/09/2022;14/09/2060;14/09/2021;47.711;48.378
XS2387060259;NWG 0.67 09/14/29;EUR;94.092;NATWEST GROUP PLC;Financial;14/09/2029;0.67;A-;0.000171391;1000000000;Y;14/09/2028;Sr Unsecured;1;VARIABLE;14/09/2022;14/06/2029;14/09/2021;94.008;94.175
CH1130818847;SLHNVX 0 ½ 09/15/31;EUR;85.913;SWISS LIFE FINANCE I AG;Financial;15/09/2031;0.5;NR;2.0393E-07;600000000;Y;15/06/2031;Sr Unsecured;1;FIXED;15/09/2022;15/09/2030;15/09/2021;85.697;86.129
XS2385121582;EJRAIL 0.773 09/15/34;EUR;80.57778;EAST JAPAN RAILWAY CO;Industrial;15/09/2034;0.773;A+;6.4501E-05;500000000;N;;Sr Unsecured;1;FIXED;15/09/2022;15/09/2033;15/09/2021;80.382;80.773
XS2385121749;EJRAIL 1.104 09/15/39;EUR;71.201;EAST JAPAN RAILWAY CO;Industrial;15/09/2039;1.104;A+;6.4501E-05;700000000;N;;Sr Unsecured;1;FIXED;15/09/2022;15/09/2038;15/09/2021;70.866;71.536
XS2385393405;CLNXSM 1 09/15/27;EUR;97.133;CELLNEX FINANCE CO SA;Industrial;15/09/2027;1;BBB-;0.013805613;1000000000;Y;15/06/2027;Sr Unsecured;1;FIXED;15/09/2022;15/09/2026;15/09/2021;97.035;97.231
XS2385393587;CLNXSM 2 09/15/32;EUR;90.956;CELLNEX FINANCE CO SA;Industrial;15/09/2032;2;BBB-;0.013805613;850000000;Y;15/06/2032;Sr Unsecured;1;FIXED;15/09/2022;15/09/2031;15/09/2021;90.763;91.15
XS2386650274;ERGIM 0 ⅞ 09/15/31;EUR;87.1515;ERG SPA;Energy;15/09/2031;0.875;NR;0.000152986;500000000;Y;15/06/2031;Sr Unsecured;1;FIXED;15/09/2022;15/09/2030;15/09/2021;86.928;87.375
XS2386877133;ESSITY 0 ¼ 09/15/29;EUR;91.158;ESSITY CAPITAL BV;Consumer, Non-cyclical;15/09/2029;0.25;NR;0.002706861;600000000;Y;15/06/2029;Sr Unsecured;1;FIXED;15/09/2022;15/09/2028;15/09/2021;90.764;91.552
FR0014005EJ6;BNFP 1 PERP;EUR;97.97167;DANONE SA;Consumer, Non-cyclical;;1;BBB-;1.13671E-06;500000000;Y;16/09/2026;Jr Subordinated;1;VARIABLE;16/12/2021;;16/09/2021;97.729;98.214
XS2384274440;WOWAU 0 ⅜ 11/15/28;EUR;92.99419;WOOLWORTHS GROUP LTD;Consumer, Non-cyclical;15/11/2028;0.375;BBB;4.61308E-06;550000000;Y;15/08/2028;Sr Unsecured;1;FIXED;15/11/2021;15/11/2027;16/09/2021;92.876;93.112
XS2387052744;CASTSS 0 ⅞ 09/17/29;EUR;92.245;CASTELLUM HELSINKI;Financial;17/09/2029;0.875;NR;0.000642648;650000000;Y;17/06/2029;Sr Unsecured;1;FIXED;17/09/2022;17/09/2028;17/09/2021;92.013;92.477
XS2387735470;DSVDC 0 ⅞ 09/17/36;EUR;75.764;DSV FINANCE BV;Industrial;17/09/2036;0.875;A-;0.000214373;500000000;Y;17/06/2036;Sr Unsecured;1;FIXED;17/09/2022;17/09/2035;17/09/2021;75.545;75.983
FR0014005HY8;AIFP 0 ⅜ 09/20/33;EUR;80.73579;AIR LIQUIDE FINANCE;Basic Materials;20/09/2033;0.375;A;0.010105715;500000000;Y;20/06/2033;Sr Unsecured;1;FIXED;20/09/2022;20/09/2032;20/09/2021;80.531;80.941
FR0014005J14;ACAFP 0 ½ 09/21/29;EUR;93.445;CREDIT AGRICOLE SA;Financial;21/09/2029;0.5;A-;0.000125365;1000000000;Y;21/09/2028;Sr Non Preferred;1;VARIABLE;21/09/2022;21/06/2029;21/09/2021;93.338;93.553
XS2386592484;ADENVX 0 ⅛ 09/21/28;EUR;92.93;ADECCO INT FINANCIAL SVS;Consumer, Non-cyclical;21/09/2028;0.125;BBB+;0.001753951;500000000;Y;21/06/2028;Sr Unsecured;1;FIXED;21/09/2022;21/09/2027;21/09/2021;92.806;93.054
XS2386592567;ADENVX 0 ½ 09/21/31;EUR;86.171;ADECCO INT FINANCIAL SVS;Consumer, Non-cyclical;21/09/2031;0.5;BBB+;0.001753951;500000000;Y;21/06/2031;Sr Unsecured;1;FIXED;21/09/2022;21/09/2030;21/09/2021;85.967;86.376
XS2388141892;ADENVX 1 03/21/2082;EUR;97.086;ADECCO INT FINANCIAL SVS;Consumer, Non-cyclical;21/03/2082;1;BBB-;0.001753951;500000000;Y;21/12/2026;Jr Subordinated;1;VARIABLE;21/03/2022;21/03/2081;21/09/2021;96.776;97.396
XS2388449758;NNGRNV 0 ½ 09/21/28;EUR;94.371;NN BANK NV NETHERLANDS;Financial;21/09/2028;0.5;NR;#N/A N/A;500000000;N;;Sr Non Preferred;1;FIXED;21/09/2022;21/09/2027;21/09/2021;94.235;94.507
XS2360041474;SGROLN 0 ½ 09/22/31;EUR;84.77654;SEGRO CAPITAL SARL;Financial;22/09/2031;0.5;NR;0.000228406;500000000;Y;22/06/2031;Sr Unsecured;1;FIXED;22/09/2022;22/09/2030;22/09/2021;84.601;84.952
XS2388182573;SW 0 ½ 09/22/29;EUR;91.60477;SMURFIT KAPPA TREASURY;Industrial;22/09/2029;0.5;BBB;0.001115092;500000000;Y;22/06/2029;Sr Unsecured;1;FIXED;22/09/2022;22/09/2028;22/09/2021;91.426;91.784
XS2388183381;SW 1 09/22/33;EUR;83.19905;SMURFIT KAPPA TREASURY;Industrial;22/09/2033;1;BBB;0.001115092;500000000;Y;22/06/2033;Sr Unsecured;1;FIXED;22/09/2022;22/09/2032;22/09/2021;82.923;83.476
DE000A3E5VX4;AMPRIO 0 ⅝ 09/23/33;EUR;80.51;AMPRION GMBH;Utilities;23/09/2033;0.625;BBB+;0.007095178;800000000;Y;23/06/2033;Sr Unsecured;1;FIXED;23/09/2022;23/09/2032;23/09/2021;80.321;80.7
XS2388172855;ALPHA 2 ½ 03/23/28;EUR;100.2255;ALPHA BANK SA;Financial;23/03/2028;2.5;NR;0.000253708;500000000;Y;23/03/2027;Sr Preferred;1;VARIABLE;23/03/2022;23/03/2027;23/09/2021;99.962;100.49
XS2389343380;ABNANV 0 ½ 09/23/29;EUR;91.339;ABN AMRO BANK NV;Financial;23/09/2029;0.5;BBB+;7.92244E-05;1000000000;N;;Sr Non Preferred;1;FIXED;23/09/2022;23/09/2028;23/09/2021;91.222;91.456
XS2389353264;GS 0 ¾ 03/23/32;EUR;85.99328;GOLDMAN SACHS GROUP INC;Financial;23/03/2032;0.75;A-;0.00026897;1250000000;Y;23/12/2031;Sr Unsecured;1;FIXED;23/03/2022;23/03/2031;23/09/2021;85.781;86.206
XS2389757944;ANZNZ 0.2 09/23/27;EUR;95.73;ANZ NEW ZEALAND INTL/LDN;Financial;23/09/2027;0.2;A+;#N/A N/A;750000000;N;;Sr Unsecured;1;FIXED;23/09/2022;23/09/2026;23/09/2021;95.656;95.803
XS2388491289;HSBC 0.641 09/24/29;EUR;93.947;HSBC HOLDINGS PLC;Financial;24/09/2029;0.641;A-;9.28921E-05;1000000000;Y;24/09/2028;Sr Unsecured;1;VARIABLE;24/09/2022;24/06/2029;24/09/2021;93.828;94.066
XS2389688875;BG 1 09/24/28;EUR;95.208;BUNGE FINANCE EUROPE BV;Consumer, Non-cyclical;24/09/2028;1;BBB+;0.000725484;700000000;Y;24/06/2028;Sr Unsecured;1;FIXED;24/09/2022;24/09/2027;24/09/2021;95.02;95.397
XS2390546849;CTPNV 1 ½ 09/27/31;EUR;88.943;CTP NV;Financial;27/09/2031;1.5;BBB-;0.000240028;549500000;Y;27/06/2031;Sr Unsecured;1;FIXED;27/09/2022;27/09/2030;27/09/2021;88.734;89.151
